Loan_ID,Customer_ID,Loan_Type,Loan_Amount,EMI,Interest_Rate,Tenure_Months,Debt_to_Income,Income_Stability,Fraud_Score,Credit_Score,Approval,Default,NPA
LOAN_00000449,CUST_00000486,Personal Loan,422315.03,11676.42,14.64,48,0.456,0.933,0.253,658,0,0,0
LOAN_00000450,CUST_00000487,Personal Loan,268494.07,6157.28,13.35,60,0.3548,0.938,0.198,670,1,0,0
LOAN_00000451,CUST_00000487,Home Loan,2828694.25,25742.3,9.16,240,1.8383,0.949,0.198,670,0,0,0
LOAN_00000452,CUST_00000488,Personal Loan,988999.94,27977.91,15.9,48,1.3299,0.701,0.268,628,0,0,0
LOAN_00000453,CUST_00000488,Personal Loan,494297.15,16963.61,14.29,36,2.1362,0.938,0.268,628,0,0,0
LOAN_00000454,CUST_00000488,Business Loan,482903.92,11046.97,13.24,60,2.6613,0.791,0.268,628,0,0,0
LOAN_00000455,CUST_00000490,Personal Loan,895417.71,43825.32,15.96,24,1.2011,0.828,0.188,646,0,0,0
LOAN_00000456,CUST_00000490,Business Loan,295400.93,25970.43,10.0,12,1.9128,0.642,0.188,646,0,0,0
LOAN_00000457,CUST_00000491,Auto Loan,1193182.43,39187.69,11.22,36,1.4152,0.916,0.289,654,0,0,0
LOAN_00000458,CUST_00000493,Two Wheeler Loan,515556.39,45263.28,9.74,12,0.1645,0.915,0.187,779,1,0,0
LOAN_00000459,CUST_00000495,Business Loan,730745.86,24048.45,11.36,36,0.5026,0.435,0.191,688,1,0,0
LOAN_00000460,CUST_00000496,Gold Loan,195791.87,6602.66,13.06,36,0.0466,0.675,0.255,713,1,0,0
LOAN_00000461,CUST_00000497,Personal Loan,921404.66,24870.16,13.33,48,1.4249,0.899,0.191,669,0,0,0
LOAN_00000462,CUST_00000498,Business Loan,1605163.27,35876.54,12.21,60,1.7176,0.804,0.218,641,0,0,0
LOAN_00000463,CUST_00000501,Auto Loan,1227576.63,39357.34,9.56,36,0.8832,0.555,0.236,630,0,0,0
LOAN_00000464,CUST_00000505,Business Loan,1334597.29,43007.33,9.91,36,0.1366,0.923,0.19,776,1,1,0
LOAN_00000465,CUST_00000505,Home Loan,3663091.32,31143.0,8.22,240,0.2356,0.846,0.19,776,1,0,0
LOAN_00000466,CUST_00000507,Home Loan,6660649.89,58690.99,8.71,240,1.6264,0.806,0.271,619,0,0,0
LOAN_00000467,CUST_00000509,Home Loan,6020910.02,62291.84,9.34,180,1.759,0.614,0.334,589,0,0,0
LOAN_00000468,CUST_00000509,Auto Loan,1396164.21,30189.15,10.76,60,2.6114,0.913,0.334,589,0,0,0
LOAN_00000469,CUST_00000509,Auto Loan,1431161.84,127498.7,12.51,12,6.2117,0.656,0.334,589,0,0,0
LOAN_00000470,CUST_00000513,Auto Loan,1714922.73,36673.76,10.28,60,1.2035,0.904,0.266,612,0,0,0
LOAN_00000471,CUST_00000517,Home Loan,3486796.73,35427.67,9.03,180,0.3234,0.889,0.342,690,1,0,0
LOAN_00000472,CUST_00000518,Two Wheeler Loan,1207947.42,21595.84,12.42,84,0.0159,0.959,0.258,781,1,0,0
LOAN_00000473,CUST_00000518,Auto Loan,781381.01,69845.82,13.15,12,0.0675,0.533,0.258,781,1,0,0
LOAN_00000474,CUST_00000519,Home Loan,9445204.28,82147.11,8.53,240,2.6187,0.912,0.196,630,0,0,0
LOAN_00000475,CUST_00000522,Personal Loan,675197.11,19131.82,15.99,48,0.9857,0.739,0.227,652,0,0,0
LOAN_00000476,CUST_00000523,Home Loan,4791832.5,43298.44,9.06,240,1.1991,0.94,0.304,635,0,0,0
LOAN_00000477,CUST_00000523,Business Loan,1332654.23,45108.07,13.32,36,2.4482,0.922,0.304,635,0,0,0
LOAN_00000478,CUST_00000524,Personal Loan,170482.82,5765.61,13.26,36,0.2489,0.9,0.248,616,0,0,0
LOAN_00000479,CUST_00000525,Auto Loan,1756634.82,155918.78,11.81,12,3.4857,0.905,0.225,652,0,0,0
LOAN_00000480,CUST_00000526,Business Loan,852993.99,14466.67,10.69,84,0.9346,0.805,0.286,596,0,0,0
LOAN_00000481,CUST_00000528,Two Wheeler Loan,1214585.44,108375.22,12.81,12,3.1199,0.89,0.267,644,0,0,0
LOAN_00000482,CUST_00000528,Two Wheeler Loan,626431.57,56027.6,13.26,12,4.7328,0.849,0.267,644,0,0,0
LOAN_00000483,CUST_00000528,Gold Loan,141925.68,4811.48,13.43,36,4.8713,0.93,0.267,644,0,0,0
LOAN_00000484,CUST_00000529,Auto Loan,823808.51,17390.22,9.72,60,0.8689,0.868,0.197,635,0,0,0
LOAN_00000485,CUST_00000530,Personal Loan,829463.21,40304.64,15.22,24,0.2661,0.713,0.3,710,1,0,0
LOAN_00000486,CUST_00000531,Two Wheeler Loan,1237269.69,21289.3,11.16,84,0.5726,0.444,0.26,624,0,0,0
LOAN_00000487,CUST_00000532,Auto Loan,451192.96,14503.71,9.74,36,0.7358,0.833,0.273,635,0,0,0
LOAN_00000488,CUST_00000533,Personal Loan,469742.02,10506.21,12.24,60,0.2593,0.912,0.229,678,1,0,0
LOAN_00000489,CUST_00000534,Home Loan,4753664.85,40840.81,9.29,300,1.2044,0.815,0.275,639,0,0,0
LOAN_00000490,CUST_00000535,Auto Loan,1768263.67,39093.21,11.73,60,1.0784,0.522,0.205,656,0,0,0
LOAN_00000491,CUST_00000536,Two Wheeler Loan,663563.72,10950.91,9.81,84,0.0047,0.963,0.358,753,1,0,0
LOAN_00000492,CUST_00000536,Auto Loan,1903063.27,40500.05,10.07,60,0.0222,0.892,0.358,753,1,0,0
LOAN_00000493,CUST_00000536,Auto Loan,880498.74,78008.99,11.46,12,0.056,0.793,0.358,753,1,0,0
LOAN_00000494,CUST_00000537,Personal Loan,142117.39,12647.58,12.31,12,0.4347,0.769,0.328,636,0,0,0
LOAN_00000495,CUST_00000538,Personal Loan,316570.77,15060.76,13.07,24,0.3835,0.883,0.186,686,1,0,0
LOAN_00000496,CUST_00000538,Home Loan,9814875.68,96306.08,8.44,180,2.8359,0.642,0.186,686,0,0,0
LOAN_00000497,CUST_00000539,Two Wheeler Loan,1627914.57,145377.98,12.97,12,9.1438,0.848,0.21,630,0,0,0
LOAN_00000498,CUST_00000540,Home Loan,5916699.24,61783.63,9.5,180,1.2681,0.917,0.254,627,0,0,0
LOAN_00000499,CUST_00000542,Business Loan,1823379.72,163261.65,13.47,12,6.8508,0.741,0.244,620,0,0,0
LOAN_00000500,CUST_00000542,Home Loan,4541395.62,45980.85,8.97,180,8.7803,0.726,0.244,620,0,0,0
LOAN_00000501,CUST_00000542,Auto Loan,499203.67,44463.48,12.47,12,10.6461,0.513,0.244,620,0,0,0
LOAN_00000502,CUST_00000544,Auto Loan,1612862.86,28852.34,12.44,84,0.1353,0.896,0.474,713,1,0,0
LOAN_00000503,CUST_00000545,Home Loan,3949568.47,31034.88,8.21,300,0.7484,0.665,0.289,654,0,0,0
LOAN_00000504,CUST_00000546,Business Loan,431377.61,38204.39,11.39,12,0.087,0.602,0.303,748,1,0,0
LOAN_00000505,CUST_00000547,Personal Loan,71436.29,2489.68,15.38,36,0.0908,0.875,0.233,630,1,0,0
LOAN_00000506,CUST_00000547,Two Wheeler Loan,1834778.79,40619.2,11.79,60,1.5724,0.92,0.233,630,0,0,0
LOAN_00000507,CUST_00000549,Auto Loan,910349.52,16050.69,11.96,84,0.4451,0.93,0.451,613,0,0,0
LOAN_00000508,CUST_00000550,Two Wheeler Loan,126338.06,4202.27,12.1,36,0.0517,0.819,0.284,642,1,0,0
LOAN_00000509,CUST_00000551,Business Loan,1994203.89,66598.63,12.38,36,0.5082,0.818,0.229,695,1,0,0
LOAN_00000510,CUST_00000553,Home Loan,7236592.23,89762.1,8.51,120,2.8326,0.878,0.237,647,0,0,0
LOAN_00000511,CUST_00000553,Personal Loan,977732.97,22958.5,14.41,60,3.557,0.748,0.237,647,0,0,0
LOAN_00000512,CUST_00000554,Gold Loan,847755.14,27362.63,10.02,36,0.1399,0.672,0.271,723,1,0,0
LOAN_00000513,CUST_00000556,Auto Loan,1515908.01,49220.69,10.43,36,0.5347,0.936,0.198,689,1,0,0
LOAN_00000514,CUST_00000557,Two Wheeler Loan,1804291.05,161052.8,12.88,12,0.3638,0.773,0.287,738,1,0,0
LOAN_00000515,CUST_00000558,Personal Loan,286112.83,9630.63,12.93,36,0.224,0.866,0.363,604,0,0,0
LOAN_00000516,CUST_00000559,Two Wheeler Loan,378720.72,8474.28,12.26,60,0.0156,0.937,0.344,757,1,0,0
LOAN_00000517,CUST_00000559,Home Loan,2519600.0,20475.61,8.61,300,0.0533,0.873,0.344,757,1,0,0
LOAN_00000518,CUST_00000560,Business Loan,694547.14,12608.76,12.93,84,0.3022,0.692,0.283,620,1,0,0
LOAN_00000519,CUST_00000560,Business Loan,420831.08,8881.49,9.71,60,0.515,0.711,0.283,620,0,0,0
LOAN_00000520,CUST_00000562,Home Loan,3108164.24,26382.23,9.14,300,0.5946,0.892,0.26,658,0,0,0
LOAN_00000521,CUST_00000562,Two Wheeler Loan,1447838.76,30705.33,9.92,60,1.2866,0.793,0.26,658,0,0,0
LOAN_00000522,CUST_00000563,Two Wheeler Loan,313921.89,5396.59,11.13,84,0.0404,0.739,0.252,740,1,0,0
LOAN_00000523,CUST_00000563,Business Loan,666717.66,11984.39,12.6,84,0.13,0.831,0.252,740,1,0,0
LOAN_00000524,CUST_00000565,Home Loan,8979274.33,113066.43,8.86,120,5.8538,0.824,0.244,615,0,0,0
LOAN_00000525,CUST_00000566,Home Loan,5088633.99,46506.22,9.22,240,0.1602,0.728,0.503,707,0,0,0
LOAN_00000526,CUST_00000567,Personal Loan,764508.62,26058.6,13.81,36,0.8108,0.771,0.217,661,0,0,0
LOAN_00000527,CUST_00000570,Personal Loan,50215.69,4547.09,15.62,12,0.0028,0.876,0.371,714,1,1,0
LOAN_00000528,CUST_00000571,Home Loan,2512695.71,31653.25,8.87,120,0.7366,0.655,0.307,619,0,0,0
LOAN_00000529,CUST_00000571,Personal Loan,83810.72,2945.3,15.97,36,0.8052,0.698,0.307,619,0,0,0
LOAN_00000530,CUST_00000573,Auto Loan,1066898.73,95267.46,12.95,12,0.0742,0.731,0.239,782,1,0,0
LOAN_00000531,CUST_00000574,Personal Loan,561475.23,27480.84,15.96,24,0.0332,0.762,0.26,788,1,1,1
LOAN_00000532,CUST_00000574,Personal Loan,827925.81,22219.4,13.02,48,0.06,0.863,0.26,788,1,0,0
LOAN_00000533,CUST_00000575,Personal Loan,446525.04,12023.52,13.2,48,0.3421,0.748,0.244,646,1,1,0
LOAN_00000534,CUST_00000581,Personal Loan,653161.33,30764.88,12.06,24,0.7459,0.83,0.218,651,0,0,0
LOAN_00000535,CUST_00000581,Gold Loan,569226.22,10336.78,12.94,84,0.9965,0.697,0.218,651,0,0,0
LOAN_00000536,CUST_00000582,Two Wheeler Loan,1787563.56,29953.49,10.3,84,0.87,0.896,0.24,660,0,0,0
LOAN_00000537,CUST_00000582,Home Loan,2858977.99,36371.23,9.1,120,1.9264,0.675,0.24,660,0,0,0
LOAN_00000538,CUST_00000583,Auto Loan,395969.2,8746.21,11.69,60,0.3889,0.845,0.251,638,1,0,0
LOAN_00000539,CUST_00000584,Gold Loan,769421.4,16223.28,9.67,60,0.3777,0.548,0.235,658,1,0,0
LOAN_00000540,CUST_00000584,Personal Loan,982194.7,33198.2,13.22,36,1.1506,0.629,0.235,658,0,0,0
LOAN_00000541,CUST_00000584,Personal Loan,941160.93,85227.64,15.63,12,3.1348,0.488,0.235,658,0,0,0
LOAN_00000542,CUST_00000587,Home Loan,2762307.64,24817.68,8.98,240,0.5976,0.919,0.219,642,0,0,0
LOAN_00000543,CUST_00000590,Auto Loan,1422551.74,24320.17,10.95,84,0.2867,0.799,0.211,713,1,0,0
LOAN_00000544,CUST_00000592,Personal Loan,699676.62,18291.48,11.61,48,0.9722,0.745,0.279,617,0,0,0
LOAN_00000545,CUST_00000592,Personal Loan,417466.88,9256.81,11.86,60,1.4641,0.855,0.279,617,0,0,0
LOAN_00000546,CUST_00000594,Personal Loan,342295.14,9642.99,15.67,48,0.2565,0.74,0.308,605,0,0,0
LOAN_00000547,CUST_00000595,Home Loan,3161393.0,27275.44,8.42,240,0.0668,0.951,0.25,748,1,0,0
LOAN_00000548,CUST_00000596,Two Wheeler Loan,1235115.56,28115.32,13.02,60,0.7086,0.72,0.217,647,0,0,0
LOAN_00000549,CUST_00000596,Two Wheeler Loan,1846495.26,163368.62,11.2,12,4.8261,0.67,0.217,647,0,0,0
LOAN_00000550,CUST_00000596,Home Loan,9231162.02,77088.65,8.94,300,6.7691,0.885,0.217,647,0,0,0
LOAN_00000551,CUST_00000597,Home Loan,8248448.63,106371.96,9.42,120,0.8768,0.772,0.234,739,0,0,0
LOAN_00000552,CUST_00000597,Home Loan,1935739.4,15875.12,8.72,300,1.0076,0.639,0.234,739,0,0,0
LOAN_00000553,CUST_00000598,Personal Loan,761900.96,68394.55,13.96,12,0.54,0.637,0.171,752,1,0,0
LOAN_00000554,CUST_00000599,Two Wheeler Loan,1918556.18,41915.27,11.21,60,0.2782,0.73,0.246,731,1,0,0
LOAN_00000555,CUST_00000599,Home Loan,2549323.86,20476.33,8.47,300,0.4141,0.769,0.246,731,1,0,0
LOAN_00000556,CUST_00000599,Personal Loan,741710.62,20342.83,14.2,48,0.5492,0.945,0.246,731,1,1,0
LOAN_00000557,CUST_00000602,Auto Loan,847907.49,75093.81,11.39,12,2.7768,0.751,0.279,654,0,0,0
LOAN_00000558,CUST_00000602,Two Wheeler Loan,1710340.5,55372.75,10.23,36,4.8244,0.704,0.279,654,0,0,0
LOAN_00000559,CUST_00000603,Personal Loan,251158.57,5547.62,11.69,60,0.0033,0.571,0.174,779,1,0,0
LOAN_00000560,CUST_00000604,Two Wheeler Loan,1867313.89,41170.29,11.61,60,0.9419,0.853,0.233,635,0,0,0
LOAN_00000561,CUST_00000604,Auto Loan,1241108.07,20713.04,10.17,84,1.4158,0.699,0.233,635,0,0,0
LOAN_00000562,CUST_00000604,Business Loan,1548202.91,27222.5,11.87,84,2.0386,0.659,0.233,635,0,0,0
LOAN_00000563,CUST_00000605,Home Loan,4342761.48,54730.63,8.88,120,1.5262,0.913,0.212,640,0,0,0
LOAN_00000564,CUST_00000606,Auto Loan,931661.97,30329.64,10.61,36,1.3369,0.765,0.273,638,0,0,0
LOAN_00000565,CUST_00000607,Personal Loan,750275.79,35202.57,11.67,24,2.0271,0.707,0.221,663,0,0,0
LOAN_00000566,CUST_00000608,Two Wheeler Loan,1021534.18,89733.08,9.84,12,3.1912,0.463,0.229,640,0,0,0
LOAN_00000567,CUST_00000609,Home Loan,2136614.66,16974.84,8.34,300,0.7842,0.895,0.226,644,0,0,0
LOAN_00000568,CUST_00000610,Personal Loan,597967.52,28159.58,12.04,24,0.8582,0.585,0.273,620,0,0,0
LOAN_00000569,CUST_00000610,Home Loan,1839341.53,23081.57,8.78,120,1.5617,0.963,0.273,620,0,0,0
LOAN_00000570,CUST_00000612,Personal Loan,778266.15,70557.52,15.85,12,0.6928,0.812,0.365,653,0,0,0
LOAN_00000571,CUST_00000614,Home Loan,5597147.39,57404.36,9.19,180,2.0363,0.799,0.242,663,0,0,0
LOAN_00000572,CUST_00000615,Business Loan,1259689.71,27824.17,11.69,60,1.0947,0.657,0.188,655,0,0,0
LOAN_00000573,CUST_00000616,Personal Loan,65226.75,2288.03,15.84,36,0.131,0.865,0.164,667,1,0,0
LOAN_00000574,CUST_00000617,Personal Loan,602635.45,16756.53,14.95,48,0.047,0.771,0.336,747,1,0,0
LOAN_00000575,CUST_00000621,Two Wheeler Loan,1385156.9,45151.73,10.7,36,0.932,0.861,0.222,668,0,0,0
LOAN_00000576,CUST_00000621,Auto Loan,176634.32,3005.87,10.8,84,0.994,0.907,0.222,668,0,0,0
LOAN_00000577,CUST_00000622,Home Loan,6306035.49,61104.05,8.23,180,1.4645,0.596,0.206,660,0,0,0
LOAN_00000578,CUST_00000622,Personal Loan,561444.95,15799.59,15.61,48,1.8432,0.809,0.206,660,0,0,0
LOAN_00000579,CUST_00000623,Business Loan,1385572.74,45329.07,10.95,36,2.254,0.905,0.227,635,0,0,0
LOAN_00000580,CUST_00000623,Two Wheeler Loan,1865866.62,164317.14,10.32,12,10.4246,0.726,0.227,635,0,0,0
LOAN_00000581,CUST_00000626,Auto Loan,1463584.7,26952.8,13.41,84,0.9735,0.839,0.261,632,0,0,0
LOAN_00000582,CUST_00000626,Personal Loan,950301.87,31781.93,12.48,36,2.1213,0.914,0.261,632,0,0,0
LOAN_00000583,CUST_00000626,Home Loan,7810144.47,67778.25,8.5,240,4.5693,0.889,0.261,632,0,0,0
LOAN_00000584,CUST_00000627,Home Loan,1987830.67,17833.92,8.96,240,0.1758,0.579,0.251,693,1,0,0
LOAN_00000585,CUST_00000628,Home Loan,5789416.95,49184.38,8.21,240,1.7235,0.761,0.193,668,0,0,0
LOAN_00000586,CUST_00000629,Home Loan,5766535.94,49901.85,9.38,300,2.5838,0.63,0.313,627,0,0,0
LOAN_00000587,CUST_00000629,Home Loan,5538421.1,55190.26,8.7,180,5.4413,0.876,0.313,627,0,0,0
LOAN_00000588,CUST_00000629,Home Loan,2084408.2,17363.99,8.91,300,6.3404,0.843,0.313,627,0,0,0
LOAN_00000589,CUST_00000630,Personal Loan,973253.04,26502.91,13.81,48,0.2008,0.675,0.179,761,1,0,0
LOAN_00000590,CUST_00000633,Home Loan,3433593.63,29623.9,8.42,240,0.6089,0.816,0.166,666,0,0,0
LOAN_00000591,CUST_00000633,Home Loan,3022893.31,26117.33,9.36,300,1.1457,0.92,0.166,666,0,0,0
LOAN_00000592,CUST_00000636,Personal Loan,494334.59,16950.46,14.23,36,0.1637,0.867,0.278,716,1,0,0
LOAN_00000593,CUST_00000636,Home Loan,9043108.55,93667.93,9.36,180,1.0683,0.776,0.278,716,0,0,0
LOAN_00000594,CUST_00000637,Home Loan,3868901.69,40283.38,9.45,180,0.3291,0.958,0.327,706,1,0,0
LOAN_00000595,CUST_00000638,Personal Loan,599614.73,15751.91,11.87,48,0.1223,0.778,0.282,735,1,0,0
LOAN_00000596,CUST_00000638,Personal Loan,338058.79,16528.19,15.85,24,0.2507,0.974,0.282,735,1,0,0
LOAN_00000597,CUST_00000638,Business Loan,273518.9,4561.96,10.15,84,0.2861,0.731,0.282,735,1,0,0
LOAN_00000598,CUST_00000639,Two Wheeler Loan,1991300.87,42948.94,10.65,60,0.8729,0.664,0.164,643,0,0,0
LOAN_00000599,CUST_00000640,Business Loan,1046832.75,18429.11,11.91,84,0.454,0.951,0.233,675,0,0,0
LOAN_00000600,CUST_00000640,Gold Loan,1261549.15,21587.53,10.98,84,0.9858,0.684,0.233,675,0,0,0
LOAN_00000601,CUST_00000640,Home Loan,8145128.52,67407.93,8.83,300,2.6463,0.649,0.233,675,0,0,0
LOAN_00000602,CUST_00000643,Personal Loan,58632.68,2826.77,14.42,24,0.0217,0.707,0.229,755,1,0,0
LOAN_00000603,CUST_00000644,Personal Loan,485005.28,43383.09,13.28,12,0.2891,0.716,0.248,743,1,0,0
LOAN_00000604,CUST_00000646,Auto Loan,619601.58,13924.01,12.45,60,0.3804,0.798,0.278,626,1,0,0
LOAN_00000605,CUST_00000647,Personal Loan,232645.02,6228.59,12.89,48,0.1692,0.919,0.274,620,1,0,0
LOAN_00000606,CUST_00000649,Two Wheeler Loan,1253916.39,20719.44,9.85,84,0.4348,0.578,0.232,639,0,0,0
LOAN_00000607,CUST_00000651,Personal Loan,851622.22,40716.05,13.57,24,1.1156,0.576,0.221,621,0,0,0
LOAN_00000608,CUST_00000651,Personal Loan,325241.58,8656.16,12.57,48,1.3528,0.417,0.221,621,0,0,0
LOAN_00000609,CUST_00000652,Home Loan,9799880.5,101978.27,9.44,180,4.6729,0.894,0.226,657,0,0,0
LOAN_00000610,CUST_00000653,Business Loan,1705241.76,29144.13,10.94,84,1.73,0.793,0.242,619,0,0,0
LOAN_00000611,CUST_00000653,Personal Loan,438723.46,14778.1,12.98,36,2.6073,0.878,0.242,619,0,0,0
LOAN_00000612,CUST_00000655,Two Wheeler Loan,1416548.44,26117.61,13.45,84,0.9382,0.736,0.216,636,0,0,0
LOAN_00000613,CUST_00000657,Auto Loan,621865.15,55077.57,11.4,12,0.2338,0.786,0.336,762,1,0,0
LOAN_00000614,CUST_00000657,Home Loan,1934906.8,16791.57,8.5,240,0.305,0.908,0.336,762,1,0,0
LOAN_00000615,CUST_00000659,Personal Loan,931358.45,22352.98,15.4,60,0.5745,0.729,0.233,673,0,0,0
LOAN_00000616,CUST_00000660,Personal Loan,661712.56,23019.58,15.25,36,0.1563,0.853,0.231,745,1,0,0
LOAN_00000617,CUST_00000660,Auto Loan,254749.7,4394.15,11.24,84,0.1861,0.957,0.231,745,1,0,0
LOAN_00000618,CUST_00000664,Home Loan,5471718.47,67374.15,8.34,120,1.9908,0.789,0.26,653,0,0,0
LOAN_00000619,CUST_00000664,Personal Loan,156777.18,3465.28,11.72,60,2.0932,0.856,0.26,653,0,0,0
LOAN_00000620,CUST_00000665,Auto Loan,1686450.19,56288.54,12.34,36,0.0896,0.874,0.299,735,1,0,0
LOAN_00000621,CUST_00000665,Gold Loan,600747.81,12948.15,10.62,60,0.1102,0.767,0.299,735,1,0,0
LOAN_00000622,CUST_00000665,Personal Loan,830747.36,40047.67,14.41,24,0.1739,0.789,0.299,735,1,0,0
LOAN_00000623,CUST_00000666,Personal Loan,394178.82,35618.85,15.22,12,0.108,0.832,0.251,790,1,0,0
LOAN_00000624,CUST_00000667,Auto Loan,692140.54,61366.41,11.6,12,0.0206,0.805,0.297,758,1,0,0
LOAN_00000625,CUST_00000667,Auto Loan,1358241.1,120906.94,12.36,12,0.0612,0.894,0.297,758,1,0,0
LOAN_00000626,CUST_00000668,Business Loan,1792581.08,58941.8,11.3,36,1.2236,0.744,0.231,653,0,0,0
LOAN_00000627,CUST_00000670,Two Wheeler Loan,1766528.89,37943.35,10.47,60,1.0714,0.791,0.258,665,0,0,0
LOAN_00000628,CUST_00000671,Personal Loan,768814.22,69073.03,14.12,12,2.1148,0.902,0.238,613,0,0,0
LOAN_00000629,CUST_00000672,Two Wheeler Loan,133246.61,11695.91,9.7,12,0.3591,0.838,0.254,641,1,0,0
LOAN_00000630,CUST_00000675,Auto Loan,1203436.4,27056.48,12.47,60,1.0745,0.903,0.195,644,0,0,0
LOAN_00000631,CUST_00000677,Business Loan,1929191.91,34065.83,12.01,84,1.6015,0.431,0.526,570,0,0,0
LOAN_00000632,CUST_00000678,Two Wheeler Loan,206806.42,6917.43,12.49,36,0.172,0.77,0.178,644,1,0,0
LOAN_00000633,CUST_00000680,Personal Loan,726609.19,19238.03,12.29,48,0.5701,0.55,0.293,638,0,0,0
LOAN_00000634,CUST_00000682,Home Loan,9250173.46,90494.66,8.39,180,3.6541,0.867,0.246,648,0,0,0
LOAN_00000635,CUST_00000682,Auto Loan,1534172.17,50038.14,10.74,36,5.6746,0.737,0.246,648,0,0,0
LOAN_00000636,CUST_00000684,Auto Loan,579413.21,51795.11,13.16,12,0.1257,0.706,0.411,714,1,0,0
LOAN_00000637,CUST_00000685,Business Loan,1385958.08,23520.18,10.71,84,0.4837,0.877,0.236,667,0,0,0
LOAN_00000638,CUST_00000687,Two Wheeler Loan,368628.75,11898.07,10.02,36,0.3295,0.843,0.261,650,1,0,0
LOAN_00000639,CUST_00000688,Auto Loan,1294594.63,42114.12,10.56,36,1.0021,0.751,0.275,641,0,0,0
LOAN_00000640,CUST_00000689,Gold Loan,410870.79,7312.45,12.27,84,0.0536,0.912,0.224,718,1,0,0
LOAN_00000641,CUST_00000689,Two Wheeler Loan,1829372.64,39802.37,11.03,60,0.3452,0.969,0.224,718,1,0,0
LOAN_00000642,CUST_00000690,Business Loan,432084.44,9831.25,13.0,60,0.2608,0.647,0.292,636,1,0,0
LOAN_00000643,CUST_00000690,Auto Loan,1470003.86,129599.33,10.53,12,3.6994,0.806,0.292,636,0,0,0
LOAN_00000644,CUST_00000690,Personal Loan,831853.4,22135.31,12.56,48,4.2867,0.553,0.292,636,0,0,0
LOAN_00000645,CUST_00000692,Personal Loan,828693.15,20152.21,16.0,60,0.2327,0.523,0.271,699,1,0,0
LOAN_00000646,CUST_00000692,Home Loan,8258437.4,80744.24,8.38,180,1.1651,0.797,0.271,699,0,0,0
LOAN_00000647,CUST_00000693,Home Loan,2251374.22,18341.57,8.64,300,0.6991,0.913,0.169,638,0,0,0
LOAN_00000648,CUST_00000693,Gold Loan,1659613.12,35778.53,10.63,60,2.0629,0.818,0.169,638,0,0,0
LOAN_00000649,CUST_00000694,Home Loan,7522960.14,68413.46,9.15,240,2.4994,0.63,0.247,649,0,0,0
LOAN_00000650,CUST_00000694,Home Loan,6045795.46,52821.91,9.5,300,4.4292,0.735,0.247,649,0,0,0
LOAN_00000651,CUST_00000695,Business Loan,880790.85,19557.12,11.92,60,0.6399,0.945,0.216,668,0,0,0
LOAN_00000652,CUST_00000697,Personal Loan,250931.41,8675.29,14.81,36,0.0729,0.921,0.191,723,1,0,0
LOAN_00000653,CUST_00000697,Business Loan,872870.12,29221.61,12.55,36,0.3183,0.922,0.191,723,1,1,1
LOAN_00000654,CUST_00000698,Home Loan,7723863.25,62194.64,8.5,300,1.8256,0.969,0.202,648,0,0,0
LOAN_00000655,CUST_00000699,Two Wheeler Loan,889692.79,28929.78,10.53,36,1.0394,0.885,0.225,624,0,0,0
LOAN_00000656,CUST_00000701,Home Loan,9962984.0,88489.45,8.82,240,3.4101,0.816,0.237,633,0,0,0
LOAN_00000657,CUST_00000702,Two Wheeler Loan,1213847.45,26677.39,11.47,60,0.279,0.955,0.24,728,1,0,0
LOAN_00000658,CUST_00000703,Home Loan,6868127.22,61397.34,8.91,240,1.6081,0.88,0.248,665,0,0,0
LOAN_00000659,CUST_00000703,Home Loan,8112872.26,100544.62,8.49,120,4.2414,0.685,0.248,665,0,0,0
LOAN_00000660,CUST_00000703,Home Loan,5896813.44,46730.11,8.31,300,5.4653,0.922,0.248,665,0,0,0
LOAN_00000661,CUST_00000705,Personal Loan,665628.8,59327.31,12.6,12,1.8413,0.776,0.217,638,0,0,0
LOAN_00000662,CUST_00000705,Business Loan,249390.75,22020.63,10.82,12,2.5248,0.762,0.217,638,0,0,0
LOAN_00000663,CUST_00000705,Personal Loan,317220.34,7274.7,13.35,60,2.7505,0.865,0.217,638,0,0,0
LOAN_00000664,CUST_00000707,Two Wheeler Loan,378555.77,6311.89,10.14,84,0.1682,0.868,0.217,678,1,0,0
LOAN_00000665,CUST_00000708,Two Wheeler Loan,1640776.87,53794.66,11.1,36,3.0136,0.623,0.227,631,0,0,0
LOAN_00000666,CUST_00000709,Business Loan,266091.93,6088.52,13.25,60,0.0817,0.846,0.341,663,0,0,0
LOAN_00000667,CUST_00000709,Business Loan,649385.64,21977.46,13.31,36,0.3767,0.819,0.341,663,0,0,0
LOAN_00000668,CUST_00000710,Personal Loan,962348.44,45166.38,11.7,24,0.9953,0.703,0.239,670,0,0,0
LOAN_00000669,CUST_00000711,Two Wheeler Loan,125234.29,2764.93,11.67,60,0.1147,0.877,0.298,638,1,0,0
LOAN_00000670,CUST_00000712,Home Loan,2769743.91,28158.53,9.04,180,0.6909,0.763,0.234,664,0,0,0
LOAN_00000671,CUST_00000712,Gold Loan,1084894.38,95273.52,9.79,12,3.0285,0.767,0.234,664,0,0,0
LOAN_00000672,CUST_00000713,Home Loan,5367133.48,68512.52,9.18,120,0.3178,0.471,0.212,792,1,0,0
LOAN_00000673,CUST_00000713,Business Loan,1726691.88,36602.2,9.9,60,0.4875,0.841,0.212,792,1,0,0
