transaction_frequency,average_transaction_amount,median_transaction_amount,largest_deposit,largest_withdrawal,average_balance,minimum_balance,maximum_balance,balance_variance,active_month_count,transaction_consistency,average_monthly_income,median_income,income_variance,income_consistency,average_monthly_expense,monthly_savings,monthly_transaction_count,cash_flow_stability,expense_stability,total_income,total_expense,essential_expense,discretionary_expense,atm_withdrawals,emi_payments,utility_payments,investment_amount,atm_ratio,emi_ratio,food_ratio,groceries_ratio,investment_ratio,others_ratio,salary_ratio,shopping_ratio,travel_ratio,utilities_ratio,expense_ratio,savings_ratio,essential_expense_ratio,discretionary_expense_ratio,atm_cash_ratio,financial_buffer,cash_reserve_ratio,Gender,Age,Education,Employment_Type,Annual_Income,Monthly_Income,Account_Type,Customer_Segment,Savings_Balance,Credit_Card_Holder,Device_Age_Years,OS,Rooted,SIM_Age_Years,Phone_Vintage_Years,KYC_Status,Face_Match_Score,OCR_Match_Score,Liveness_Score,Address_Match_Score,kyc_verified,total_loans,total_loan_amount,total_monthly_emi,avg_interest_rate,max_debt_to_income,avg_credit_score,approved_loan_count,income_stability_index,net_disposable_income,dti_ratio,device_risk_index,biometric_identity_score
90,5279.886666666666,1661.97,120111.11,40675.5,21001.813,292.32,121074.96,456184072.91824615,12,0.2720188600866927,17066.878333333334,2341.575,1279109376.2089062,0.3326429023866272,22532.271666666667,-5465.393333333333,7.5,0.2138420951014839,0.4924645187238306,204802.54,270387.26,31414.73,167515.17,71457.36,0.0,17865.739999999998,27318.31,0.2642778361672809,0.0,0.2422355254459844,0.0501095724702413,0.1333885312164585,0.0,0.0,0.1300055335447387,0.1462628823562175,0.0660746368005652,1.3202339189738566,-0.3202339189738564,0.1161842092708066,0.6195379545619124,0.2642778361672809,0.0129733923114572,0.9320770364698396,Male,67,High School,Self-Employed Business,446216.92,37184.74,Savings,Mass Market,68767.0,0,0.4,Android 13,0,6.8,0.8,VERIFIED,0.88,0.96,0.94,0.86,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.3965715489215086,14652.46833333333,0.0,1.0,0.912
99,6489.258080808081,2034.0,134214.52,27403.43,23159.611717171716,1498.69,136351.87,760142781.7856027,12,0.2873309142278733,25145.909166666665,5496.1849999999995,1843467432.278099,0.3795494316764407,28390.47,-3244.560833333336,8.25,0.0640023589788043,0.5717884858365491,301750.91,340685.64,99478.91,199273.13,41933.6,0.0,55116.98,56758.0,0.1230859040609988,0.0,0.1426461062462157,0.130213677336092,0.1880955388005292,0.0,0.0,0.1261563005708136,0.1495161639334138,0.1617825159874657,1.1290293706156511,-0.1290293706156512,0.2919961933235577,0.5849179026154434,0.1230859040609988,0.0527884885315389,0.8157530226576635,Male,31,Master's,Salaried - Private,283090.87,23590.91,Salary,Mass Market,54381.98,0,0.6,Android 14,1,7.4,0.9,VERIFIED,0.94,0.98,0.89,0.83,1,2.0,4176860.94,57876.880000000005,9.24,2.4534,586.0,0.0,0.456445053340484,-62676.44,2.4533551270383382,1.2142857142857144,0.92
95,5803.325263157895,1414.89,128912.76,25548.09,19348.54694736842,221.23,131000.94,753407067.1865597,12,0.2697363442514277,22734.6875,3448.125,1602312763.7862203,0.3723472558792421,23208.30416666667,-473.61666666666815,7.916666666666667,0.0118304794230954,0.547444236353402,272816.25,278499.65,42415.61,189529.07,46554.969999999994,0.0,30963.5,70968.28000000001,0.1671634775842626,0.0,0.1517308190512986,0.0411207339039743,0.2601321585499398,0.0,0.0,0.2162412771434362,0.057740431630704,0.1111796729367523,1.0208323367834575,-0.0208323367834577,0.1523004068407267,0.6805361155750106,0.1671634775842626,0.0095323638647301,0.8336906828012927,Female,46,High School,Self-Employed Business,483527.1,40293.92,Current,Mass Market,25303.45,1,1.2,Android 13,0,5.8,3.8,VERIFIED,0.86,0.9,0.97,0.84,1,2.0,2226633.59,83662.8,12.745,2.0763,649.0,0.0,0.4423860480689061,-66577.18416666667,2.076313250237257,0.3846153846153846,0.89
98,6197.83,1878.655,142421.88,31894.25,26189.300510204084,277.75,144902.17,995735391.0037552,12,0.2686383183014685,25574.268333333337,4803.22,1960233046.550124,0.3763011629304562,25041.343333333338,532.925000000002,8.166666666666666,0.0159011042602454,0.5613653143460732,306891.22000000003,300496.12,128787.96,157975.65,13732.510000000002,0.0,27265.39,19291.91,0.0456994586153059,0.0,0.164294933325595,0.3378498531029286,0.0628623718853866,0.0,0.0,0.181770433508426,0.1154505422565855,0.0907345825297178,0.9791616716828848,0.0208383283171151,0.4285844356326465,0.5257161057520476,0.0456994586153059,0.0110916573565076,1.0458424758444436,Male,46,Bachelor's,Salaried - Private,523711.47,43642.62,Salary,Mass Market,14532.51,0,2.4,Android 12,0,4.6,3.1,REJECTED,0.42,0.53,0.27,0.36,0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4503268234967029,18601.27666666667,0.0,0.2,0.411
97,6309.295154639175,1858.25,119844.49,33653.6,21243.545567010307,1146.26,121581.25,544412187.3628999,12,0.2828922189199652,26347.9125,6157.15,1599585625.9104753,0.407618961415949,24652.22333333333,1695.689166666669,8.083333333333334,0.0445560170221811,0.5772411182380988,316174.95,295826.68,95878.0,163303.97,36644.71,0.0,49999.54,32071.879999999997,0.1238722281573791,0.0,0.1239928055170683,0.1550856062069858,0.1014371315627629,0.0,0.0,0.2645822209139487,0.0550363814379419,0.1690163307785491,0.9356423714149396,0.0643576285850603,0.3241019369855349,0.5520258348570859,0.1238722281573791,0.046497226010852,0.8617293977815784,Female,69,Bachelor's,Self-Employed Professional,442020.92,36835.08,Savings,Mass Market,34979.04,1,4.3,Android 12,0,2.6,5.0,VERIFIED,0.94,0.98,0.97,0.8,1,1.0,1044230.62,24011.45,13.47,0.6519,649.0,0.0,0.4754678241448089,-11828.59333333333,0.6518636582301437,0.1136363636363636,0.93
95,6916.415743157895,1586.6,121820.03,42006.1,24313.677368421053,307.64,123427.08,1025864624.145962,12,0.2614908301608358,29679.603333333333,2887.385,2530765368.6890607,0.3812752164171497,25075.354633333332,4604.248700000001,7.916666666666667,0.0883463176007289,0.5746168385936872,356155.24,300904.2556,92026.36559999998,188055.09,20822.8,17400.21559999998,61484.42,43539.28,0.0692007494492876,0.057826419122269,0.2210698212538008,0.0436741247603678,0.1222480399277573,0.0,0.0,0.2149589738138619,0.0442429435683926,0.2043321716318059,0.8448682535177637,0.1551317464822362,0.3058327155144428,0.6249665350362695,0.0692007494492876,0.0122686201052186,0.9696244668899014,Male,18,Master's,Salaried - Private,374325.51,31193.79,Salary,Mass Market,24000.58,0,0.6,iOS 15,0,9.7,1.0,VERIFIED,0.87,0.91,0.94,0.92,1,1.0,217567.64,10419.35,13.74,0.334,653.0,1.0,0.4586118652877646,-4300.914633333334,0.3340200084696345,0.7142857142857143,0.906
95,5276.466947368421,1500.98,93464.56,31759.71,18854.903684210527,1095.84,96160.76,405795628.6358597,12,0.2909771317025562,20886.1625,4250.975,1070795932.6233478,0.4000064262112573,20885.8675,0.2949999999991632,7.916666666666667,4.229602467662705e-05,0.5847458961961404,250633.95,250630.41,87369.66,124491.1,38769.65,11840.91,42764.81999999999,34920.17,0.1546885312121542,0.0472445063629748,0.1136920695297909,0.1307260758979726,0.1393273736459087,0.0,0.0,0.098620275169322,0.1450701852181465,0.1706290150504881,0.9999858758161057,1.4124183894440314e-05,0.3485995973114356,0.4967118714764102,0.1546885312121541,0.0524680145557755,0.902758943779114,Male,69,Bachelor's,Salaried - Private,443018.41,36918.2,Savings,Mass Market,37689.54,0,0.5,Android 14,0,6.1,0.7,VERIFIED,0.96,0.99,0.83,0.97,1,1.0,146797.77,3946.97,13.12,0.1069,654.0,1.0,0.4739022142052105,12085.362499999996,0.1069112253576826,0.8333333333333334,0.945
96,18493.691875,4228.43,132585.89,248924.5,113005.42375,645.4,1149112.46,56071804349.643,12,0.3178123710902166,27500.215833333335,4227.51,2105677883.2856448,0.3849806966931035,120449.31916666668,-92949.10333333332,8.0,0.2992328819694979,0.3719886708084269,330002.59,1445391.83,308291.93,968699.34,168400.56,0.0,240819.46,321540.19,0.1165085871559132,0.0,0.236097667716857,0.0466810926971961,0.9743565648984754,0.0,0.0,0.0449916407788191,0.1666502847189886,0.1666118868265638,4.379940866524714,-3.379940866524714,0.21329297952376,0.6701984333203267,0.1165085871559132,0.0053582702207469,0.9381989415285404,Male,25,High School,Salaried - Private,8643181.52,720265.13,Salary,HNI,1143535.58,0,1.0,Android 13,0,0.3,6.0,VERIFIED,0.9,0.97,0.93,0.8,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.3797838863392329,599815.8108333333,0.0,0.4545454545454545,0.907
99,101379.25044040404,6601.98,147046.59,2995404.34,581612.1632323232,852.08,9373830.43,2253833951888.7725,12,0.2242816016056887,29251.618333333336,6527.705,2385893365.259834,0.384808053155037,807127.1978000001,-777875.5794666667,8.25,0.2777732465661585,0.2861433109673276,351019.42,9685526.3736,4917862.853600001,3565825.6799999997,1201837.84,98387.90360000104,3277650.56,1338015.3999999997,0.1240859601885829,0.0101582402241119,0.0753874422344487,0.1591884974060446,3.811798788796357,0.0,0.0,0.0962183472588711,0.0584085839198153,0.3384070657154934,27.592565601071307,-26.5925656010713,0.50775380334565,0.368160236465767,0.1240859601885829,0.0010556948177716,0.7205954214126759,Male,36,Bachelor's,Self-Employed Business,27213726.95,2267810.58,Current,Ultra HNI,9366871.08,1,1.3,Android 14,0,6.4,1.9,VERIFIED,0.93,0.89,0.95,0.8,1,2.0,2508091.66,119697.0,11.05,0.0528,792.0,2.0,0.3453421562799532,1340986.3822,0.0527808632059561,0.3571428571428571,0.896
98,6436.743163265306,1815.555,139798.76,35175.25,23659.401224489793,0.0,143873.83,804152271.8830478,12,0.2749467710863179,26612.91,3217.365,2124901419.8798363,0.3761784671666114,25953.825833333336,659.0841666666669,8.166666666666666,0.0220896576015561,0.533275456399013,319354.92,311445.91,151948.06,106453.63,53044.219999999994,10655.48,83714.22,21764.09,0.1703159948383974,0.0342129392548452,0.0666156123225377,0.1848743494496363,0.0681501634607664,0.0,0.0,0.15272786854064,0.05258026987736,0.2687921636216061,0.9752344194352792,0.0247655805647209,0.4878794523260877,0.3418045528355148,0.1703159948383974,0.0,0.9115959002122632,Female,65,Bachelor's,Salaried - Private,218368.36,18197.36,Savings,Mass Market,57235.2,0,0.9,Android 14,0,2.9,4.2,VERIFIED,0.99,0.94,0.95,0.85,1,2.0,936872.59,21942.85,14.095,1.2058,644.0,1.0,0.439017262859572,-29699.315833333338,1.2058260099267146,0.5,0.939
98,9021.171326530612,1530.25,146747.89,51157.09,24883.499897959187,998.37,148142.2,1152827122.1707618,12,0.2778029741192478,35587.58583333334,2608.355,3699084612.612082,0.3793307817417921,38085.31333333333,-2497.727499999997,8.166666666666666,0.0617861454748284,0.5027919574979923,427051.03,457023.76,208405.91,152447.12,96170.72999999998,0.0,169101.78,39684.91,0.2104282937062178,0.0,0.0820841130885624,0.0860001895743888,0.0929277936643777,0.0,0.0,0.1271866040400175,0.0374608970001909,0.3700065397037563,1.0701853593468678,-0.0701853593468676,0.4560067292781452,0.333564977015637,0.2104282937062177,0.0262140419132694,0.6533620894797905,Female,65,Bachelor's,Self-Employed Business,426786.07,35565.51,Salary,Mass Market,53183.19,1,1.0,iOS 17,0,8.7,2.2,VERIFIED,0.93,0.94,0.85,0.95,1,1.0,1545164.54,14151.65,9.25,0.3979,607.0,0.0,0.4287152520442722,-16671.45333333333,0.3979037556329151,0.4545454545454545,0.921
99,5381.601717171717,1418.04,88401.26,28883.23,18208.731010101008,158.97,91369.12,465288061.1844172,12,0.2940281327121436,20359.8725,3867.605,1062011557.6680568,0.3948813273075772,24038.341666666664,-3678.469166666666,8.25,0.0920926876740403,0.5115251207625494,244318.47,288460.1,62973.08,151144.96,74342.06,0.0,42938.04,35867.07,0.2577204264991934,0.0,0.105631628083052,0.069455151683023,0.1468045784667855,0.0,0.0,0.1101384558904333,0.1838619275248119,0.1488526142783698,1.1806725050300126,-0.1806725050300126,0.2183077659613929,0.5239718075394136,0.2577204264991934,0.006613184977749,0.7574869873553123,Male,41,Master's,Salaried - Private,428811.27,35734.27,Savings,Mass Market,62201.71,0,3.9,Android 14,0,5.3,5.8,VERIFIED,0.95,0.89,0.87,0.91,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4415388446895661,11695.928333333331,0.0,0.125,0.908
100,4838.3077,1434.0,98750.78,24534.45,15699.4782,348.81,101867.33,405861208.079906,12,0.2824748074419774,20015.779166666667,4765.795,1048051141.4274628,0.3923923181341913,20303.451666666664,-287.6725000000003,8.333333333333334,0.0127058895547509,0.5411728750589427,240189.35,243641.42,103613.85,113284.38,26743.19,0.0,73047.59,43906.33,0.1097645466029544,0.0,0.1685575876220061,0.125455926172159,0.1827988210135045,0.0,0.0,0.043978482804771,0.072218672834857,0.2998159754609868,1.0143722858652977,-0.0143722858652975,0.425271901633146,0.4649635517638996,0.1097645466029544,0.017179837484119,0.7732418338392546,Female,20,Diploma,Salaried - Private,593317.57,49443.13,Savings,Mass Market,23334.17,1,1.6,Android 14,0,6.0,3.7,VERIFIED,0.87,0.93,0.84,0.89,1,2.0,6140079.949999999,68249.33,12.4,1.3804,625.0,0.0,0.4519045409040919,-39109.651666666665,1.3803602239583137,0.2941176470588235,0.8860000000000001
95,5995.131157894736,2297.39,130275.74,25107.45,21994.00242105263,1468.42,132830.53,622475841.9969677,12,0.2872796832653819,22703.98,7137.594999999999,1442167773.7230184,0.3844123921545362,24757.475,-2053.494999999999,7.916666666666667,0.0550365636922234,0.5657192703913178,272447.76,297089.7,107645.42,143609.25,45835.030000000006,0.0,40476.46,56250.08,0.1542801046283327,0.0,0.0260850174206645,0.226089830781747,0.2064618919972034,0.0,0.0,0.1558944655435715,0.1120703275811985,0.1362432288968617,1.0904464767851276,-0.0904464767851275,0.3623330596786088,0.4833868356930583,0.1542801046283328,0.0593121875312405,0.8883782542869428,Female,32,Bachelor's,Salaried - Private,353022.4,29418.53,Savings,Mass Market,65548.47,0,0.5,Android 14,0,9.1,0.9,VERIFIED,0.95,0.91,0.92,0.81,1,1.0,7175965.03,92032.16,9.29,3.1284,644.0,0.0,0.4569351434492488,-87371.10500000001,3.1283738514466903,0.8333333333333334,0.904
99,5720.766666666667,1776.13,101909.24,21749.46,20246.521212121213,703.9,102613.14,575567496.4238946,12,0.2810574314499097,21907.47333333333,2071.565,1469965782.987861,0.373760412743192,25288.85166666667,-3381.3783333333326,8.25,0.0808381343098168,0.588361633994719,262889.68,303466.22000000003,88552.09,166493.53,48420.600000000006,0.0,45164.43000000001,51221.130000000005,0.1595584510196884,0.0,0.1915936146039582,0.1429736067493772,0.1948388769007593,0.0,0.0,0.0825992757941888,0.1056596019154949,0.1488285252968188,1.1543481661204809,-0.1543481661204806,0.2918021320461961,0.5486394169341153,0.1595584510196884,0.0278343994926354,0.800610540921011,Male,62,Master's,Salaried - Private,507223.09,42268.59,Salary,Mass Market,46507.91,0,1.5,Android 13,0,3.0,2.5,VERIFIED,0.88,0.9,0.95,0.82,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4596009012438028,16979.738333333327,0.0,0.3125,0.888
90,5212.157888888889,1891.335,99422.47,21234.78,15644.918,1635.43,101692.92,409679723.0655197,12,0.2896532792050895,19188.326666666664,5572.74,982833170.6459516,0.3899886837751018,19902.8575,-714.5308333333336,7.5,0.0566262057410651,0.47778980037019,230259.92,238834.29,88341.82,124515.75,25976.72,0.0,27927.050000000003,78514.45,0.1087646166720867,0.0,0.0597241292278424,0.2529568513800929,0.3409818347891374,0.0,0.0,0.0378495483207206,0.0950339249862321,0.1169306551416884,1.03723778762713,-0.0372377876271302,0.3698875065217813,0.5213478768061319,0.1087646166720867,0.0821706129383682,0.7860639106721233,Female,64,Bachelor's,Salaried - Govt,198437.98,16536.5,Savings,Mass Market,14099.73,0,3.0,Android 14,0,6.4,6.4,REJECTED,0.66,0.56,0.36,0.46,0,1.0,571415.73,19195.51,12.79,1.1608,623.0,0.0,0.4251091304131371,-22561.8675,1.1607964200405163,0.1612903225806451,0.53
100,5710.0501,1628.64,109274.72,28835.12,20050.0493,1663.77,112396.82,612084466.0617117,12,0.2793235808592538,23609.114166666663,6536.755,1629085798.128626,0.3792562487708119,23974.63666666667,-365.5225000000003,8.333333333333334,0.0097101578511327,0.5448564425736137,283309.37,287695.64,121835.06,136998.93,28861.65,0.0,73466.29,44598.47,0.1003200813192719,0.0,0.1742681258568951,0.1681247932711111,0.1574196787067085,0.0,0.0,0.1352116771738355,0.0116945463615646,0.2553611518061239,1.0154822623762851,-0.0154822623762849,0.4234859450772351,0.4761939736034928,0.1003200813192719,0.069397089229437,0.8363025299931551,Male,67,Bachelor's,Salaried - Govt,450793.0,37566.08,Savings,Mass Market,18777.35,1,0.7,Android 13,0,1.2,1.1,VERIFIED,0.91,0.94,0.86,0.86,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4454963262919326,13591.443333333333,0.0,0.625,0.899
100,7344.937524,1856.395,116413.45,30971.26,26432.0531,326.18,127164.48,806931881.176272,12,0.3037686580843226,25636.97,2120.775,2022714036.250364,0.3731989357280654,35570.8427,-9933.872700000002,8.333333333333334,0.1852607953717796,0.567429095220482,307643.64,426850.1124,161714.5424,187290.54,77845.03,24987.1124,69241.18999999999,77690.28,0.1823708785323023,0.0585383760578342,0.0868987940320383,0.1581028985105639,0.2525333532004757,0.0,0.0,0.0428754250458058,0.1269909938531387,0.1622142948743428,1.3874823233790887,-0.3874823233790889,0.378855569442741,0.4387735520249567,0.1823708785323023,0.0091698699058372,0.7430820046329687,Male,53,Master's,Salaried - Private,1428592.29,119049.36,Savings,Affluent,137035.18,0,1.2,Android 14,0,9.2,4.2,REJECTED,0.62,0.41,0.22,0.36,0,2.0,1123801.53,37896.9,13.68,0.3183,723.0,2.0,0.4508909995250321,45581.6173,0.3183293047522473,0.3846153846153846,0.425
96,7365.376979166667,2715.58,129528.09,26114.24,26885.941770833335,770.03,136290.91,897142469.5282254,12,0.2841827476208091,29441.3625,5083.58,2422323173.196675,0.3845450160366646,29481.653333333332,-40.29083333333316,8.0,0.0008473387209209,0.5300438608621618,353296.35,353779.84,108489.06,205685.23,39605.55,0.0,79393.45,16852.24,0.1119497086097387,0.0,0.1105043181657835,0.0822421368046296,0.0477000116191407,0.0,0.0,0.2816563544152204,0.1415978083997098,0.2244148507727291,1.001368511166334,-0.0013685111663338,0.3066569875773588,0.5813933038129024,0.1119497086097387,0.0261189557890014,0.9119550205291518,Male,52,Master's,Salaried - Private,248372.22,20697.69,Savings,Mass Market,45450.54,0,0.7,Android 13,0,1.5,1.6,VERIFIED,0.94,0.89,0.88,0.79,1,1.0,409736.32,8794.66,10.44,0.4249,601.0,0.0,0.4427445539668635,-17578.623333333333,0.4249102194496101,0.625,0.883
90,4135.257391111111,757.605,121223.56,30326.3,12145.835555555555,0.0,121223.56,436960533.600207,12,0.2305081248600353,14934.98,1313.83,1248725526.6259089,0.3062604729692805,16079.450433333332,-1144.4704333333332,7.5,0.0999437523984775,0.3865728269237852,179219.76,192953.4052,35787.0552,126317.72,30848.630000000005,7121.835199999998,21843.62,65499.2,0.1598760590310639,0.0369096113780322,0.2129404762637482,0.0353536129249923,0.3654686291288415,0.0,0.0,0.0338338159579678,0.0684236693636749,0.1132067090360942,1.076630195241864,-0.0766301952418639,0.1854699333391189,0.6546540076298172,0.1598760590310639,0.0,0.755363848155952,Male,49,High School,Self-Employed Professional,493208.19,41100.68,Current,Mass Market,16781.08,1,0.7,iOS 17,0,9.4,1.5,VERIFIED,0.88,0.98,0.89,0.86,1,2.0,914343.75,20900.96,13.845,0.5085,632.0,1.0,0.3383854145510824,4120.26956666667,0.5085307591017959,0.625,0.908
99,5798.981818181817,1483.7,139911.3,48345.72,18501.75717171717,524.39,141859.75,633659731.0097857,12,0.2563750095493395,23945.05083333333,3085.325,1938169706.4487896,0.362289553376542,23896.549166666664,48.5016666666664,8.25,0.0014650485127013,0.4844497869681471,287340.61,286758.59,102152.1,116297.27,68309.22,0.0,87853.66,34520.55,0.2382115911505911,0.0,0.1450651574203932,0.049862290088677,0.1201380828139816,0.0,0.0,0.0639585025160013,0.0761525225800559,0.3063680149912858,0.9979744596491252,0.0020255403508748,0.3562303050799629,0.4055581037694459,0.2382115911505911,0.0219441726226928,0.7742438894702547,Male,46,Master's,Salaried - Private,430465.53,35872.13,Savings,Mass Market,22017.54,0,0.6,Android 13,0,8.0,1.4,VERIFIED,0.88,0.97,0.87,0.87,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4111536468131841,11975.580833333332,0.0,0.7142857142857143,0.903
98,7380.400306122448,2106.5550000000003,128889.7,32945.69,26221.727551020405,481.27,129370.97,766976484.2385671,12,0.2807013093199131,29708.91333333333,4155.755,2350236165.9825516,0.3902767439549657,30564.355833333335,-855.442500000001,8.166666666666666,0.0211629025551586,0.5593634643074571,356506.95999999996,366772.27,69710.97,201632.92,95428.38,0.0,43344.73,87382.08,0.2601842827430765,0.0,0.1521038926961408,0.0718872230989545,0.2451062385991005,0.0,0.0,0.0715556822221047,0.0878439092464651,0.1181788634129837,1.028794136305221,-0.0287941363052211,0.1900660865119383,0.5497496307449852,0.2601842827430765,0.0157461195198862,0.8579185406035327,Female,55,High School,Self-Employed Business,416846.22,34737.18,Savings,Mass Market,38520.33,1,5.2,Android 12,0,9.5,6.8,VERIFIED,0.91,0.93,0.93,0.85,1,3.0,1982942.69,169214.3,13.166666666666666,4.8713,644.0,0.0,0.4579114320959623,-165041.47583333333,4.8712733733711255,0.0943396226415094,0.908
91,7337.897912087912,1633.59,138659.77,28660.59,23392.046043956045,2529.24,142535.62,958268062.5018688,12,0.2733351841879872,29213.50583333333,6263.09,2341398901.7639713,0.3867294413807122,26432.22,2781.2858333333315,7.583333333333333,0.057444545181919,0.4644442280385675,350562.06999999995,317186.64,66745.05,185097.31,65344.28,0.0,36989.55,35071.07,0.206012081719457,0.0,0.1646015733827881,0.0938106977015173,0.1000423976273303,0.0,0.0,0.1455112359082967,0.1628776041765189,0.1166176166814592,0.9047945204111788,0.0952054795888214,0.2104283143829765,0.5835596038975664,0.206012081719457,0.0956877628893827,0.8849822695163722,Female,49,Diploma,Salaried - Private,306439.35,25536.61,Savings,Mass Market,38692.08,0,5.2,Android 14,0,2.6,5.3,VERIFIED,0.88,0.98,0.96,0.86,1,1.0,615538.1,54888.7,12.69,2.1494,648.0,0.0,0.4178153560438543,-55784.31,2.1494121576826366,0.0943396226415094,0.922
98,5873.922653061225,1751.035,120543.45,43004.28,18869.814693877554,847.16,127527.07,493898033.22004575,12,0.2822179495392519,23259.23166666667,5024.05,1446826529.842506,0.3897619109441008,24711.13666666667,-1451.904999999999,8.166666666666666,0.0519768537506476,0.490719150243399,279110.78,296533.64,93913.66,174027.91999999998,28592.06,0.0,57844.47000000001,88696.25,0.096420965931555,0.0,0.0800634288912381,0.1216360814914624,0.3177815274637547,0.0,0.0,0.1235234221655256,0.0841770262557732,0.1950688292903294,1.062422741249908,-0.0624227412499079,0.3167049107817919,0.586874123286653,0.096420965931555,0.0342825185027911,0.7636158121099873,Female,25,Bachelor's,Self-Employed Business,433807.86,36150.65,Savings,Mass Market,47991.36,1,3.6,Android 13,0,7.6,4.8,VERIFIED,0.98,0.94,0.97,0.87,1,1.0,7201182.27,89477.04,8.55,2.4751,671.0,0.0,0.43014480666382,-78037.52666666667,2.4751156618207415,0.1351351351351351,0.944
94,6865.225,1532.345,142893.76,32175.77,24585.345425531916,763.69,154162.92,1201146528.7739503,12,0.2618082412001211,30104.55083333334,5632.585,2591517628.1978817,0.3818308977664597,23673.045,6431.505833333336,7.833333333333333,0.0919004281627483,0.4244481927020597,361254.61,284076.54,69235.42,162579.28,52261.83999999999,0.0,62350.0,75376.92000000001,0.1839709819050879,0.0,0.0365530360233196,0.0242379043338108,0.2086531712356556,0.0,0.0,0.1134052111448555,0.1570095862192632,0.2194831012796762,0.7863610100366607,0.2136389899633392,0.2437210056134871,0.5723080124814249,0.1839709819050879,0.0322598972797965,1.038537519171358,Female,29,Bachelor's,Salaried - Private,500227.72,41685.64,Savings,Mass Market,11198.15,0,2.2,Android 11,0,3.0,4.2,VERIFIED,0.9,0.99,0.83,0.77,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.3988778157406997,18012.595,0.0,0.217391304347826,0.887
99,7125.301661414142,2449.57,131282.88,34538.73,28768.292525252524,281.57,131564.45,1085721144.7029035,12,0.3013101518816533,23122.126666666667,2723.205,1821046578.1975143,0.3614112009723767,35661.61204,-12539.485373333337,8.25,0.2076352101631514,0.544564344766625,277465.52,427939.34448,102320.59448,239551.76,86066.98999999999,21871.32447999999,40781.32000000001,69430.14000000001,0.2011196004998843,0.0511084684362836,0.0610418984301193,0.0926952628022588,0.2502297943182274,0.0,0.0,0.2697147889971455,0.0667800714485031,0.0952969632870621,1.5423154000540318,-0.542315400054032,0.2391006945256046,0.559779704974511,0.2011196004998843,0.0078956049346332,0.8067019654911967,Male,45,High School,Salaried - Private,1762459.46,146871.62,Salary,Affluent,164362.72,0,0.4,iOS 17,0,3.1,5.0,REJECTED,0.44,0.65,0.24,0.36,0,1.0,1082811.21,18688.72,11.26,0.1272,735.0,1.0,0.434672458490076,92521.28796,0.1272452772019536,1.0,0.447
98,7728.619897959184,2364.5150000000003,131248.34,79391.16,29190.35030612245,751.88,163498.93,1082611640.660907,12,0.3061813789924332,22022.637499999997,2706.185,1660385577.8101113,0.3608260696278804,41094.425,-19071.7875,8.166666666666666,0.262764452926739,0.4994700844358166,264271.65,493133.1,196159.01,130548.57,166425.52000000005,0.0,90919.62,16503.71,0.3374860052995834,0.0,0.1030766744313046,0.2134097062233299,0.0624497936119897,0.0,0.0,0.1093951105695399,0.018794094332747,0.1843713593753897,1.8660083289297205,-0.8660083289297208,0.3977810655987197,0.2647329291016969,0.3374860052995835,0.018296399085764,0.710323853080374,Male,44,Diploma,Retired,1877613.09,156467.76,Savings,Affluent,242890.09,0,0.5,Android 12,0,1.7,1.0,VERIFIED,0.87,0.9,0.88,0.85,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4162836755510549,115373.335,0.0,0.8333333333333334,0.8770000000000001
94,5895.726276595745,1709.98,101530.54,20970.42,22650.797553191493,1030.13,104375.87,606633597.4762897,12,0.2861598477351267,22389.948333333337,2472.1000000000004,1409741070.5911243,0.3838075234173701,23793.240833333333,-1403.2924999999996,7.833333333333333,0.0336068075127743,0.5782131657029265,268679.38,285518.89,75566.16,158795.24,51157.49,0.0,19754.33,31730.05,0.1791737492394986,0.0,0.17459471770852,0.1954750874802014,0.1180963347466411,0.0,0.0,0.1491972737775773,0.1212405245761497,0.069187471273792,1.0626751111305974,-0.0626751111305973,0.2646625587539934,0.5561636920065078,0.1791737492394986,0.0432950688481592,0.9519845451847264,Male,29,Bachelor's,Salaried - Private,253410.42,21117.53,Savings,Mass Market,74058.31,0,5.4,Android 14,0,7.4,6.4,VERIFIED,0.93,0.89,0.84,0.77,1,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.4615697803315927,-2675.7108333333344,0.0,0.0909090909090909,0.8680000000000001
