Fraud_Record_ID,Customer_ID,Transaction_ID,Fraud_Type,Fraud_Score,Device_Risk,Geo_Risk,Velocity_Risk,AML_Risk,Final_Label
FRD_00006176,CUST_00000307,TXN_0000029050,None,0.171,0.218,0.303,0.102,0.041,0
FRD_00006177,CUST_00000850,TXN_0000080537,None,0.079,0.111,0.027,0.076,0.078,0
FRD_00006178,CUST_00000747,TXN_0000070811,None,0.059,0.143,0.005,0.029,0.005,0
FRD_00006179,CUST_00000040,TXN_0000003768,None,0.195,0.216,0.259,0.271,0.0,0
FRD_00006180,CUST_00000124,TXN_0000011729,None,0.126,0.24,0.013,0.045,0.141,0
FRD_00006181,CUST_00000066,TXN_0000006214,None,0.317,0.35,0.142,0.665,0.0,0
FRD_00006182,CUST_00000594,TXN_0000056303,None,0.1,0.172,0.087,0.089,0.0,0
FRD_00006183,CUST_00000846,TXN_0000080169,None,0.127,0.21,0.001,0.19,0.027,0
FRD_00006184,CUST_00000873,TXN_0000082688,None,0.101,0.243,0.011,0.005,0.064,0
FRD_00006185,CUST_00000740,TXN_0000070109,None,0.255,0.188,0.054,0.712,0.0,0
FRD_00006186,CUST_00000818,TXN_0000077449,None,0.206,0.176,0.005,0.492,0.102,0
FRD_00006187,CUST_00000279,TXN_0000026381,None,0.21,0.207,0.257,0.188,0.197,0
FRD_00006188,CUST_00000276,TXN_0000026147,None,0.097,0.242,0.003,0.048,0.0,0
FRD_00006189,CUST_00000625,TXN_0000059193,None,0.115,0.111,0.183,0.158,0.002,0
FRD_00006190,CUST_00000489,TXN_0000046364,None,0.092,0.113,0.053,0.014,0.192,0
FRD_00006191,CUST_00000002,TXN_0000000116,None,0.078,0.167,0.08,0.016,0.0,0
FRD_00006192,CUST_00000809,TXN_0000076601,None,0.057,0.081,0.0,0.113,0.002,0
FRD_00006193,CUST_00000299,TXN_0000028257,None,0.182,0.269,0.283,0.065,0.076,0
FRD_00006194,CUST_00000847,TXN_0000080267,Card Not Present (CNP) Fraud,0.419,0.95,0.002,0.34,0.007,1
FRD_00006195,CUST_00000426,TXN_0000040342,None,0.124,0.186,0.004,0.228,0.006,0
FRD_00006196,CUST_00000129,TXN_0000012174,None,0.177,0.066,0.001,0.614,0.0,0
FRD_00006197,CUST_00000806,TXN_0000076327,None,0.239,0.262,0.436,0.199,0.051,0
FRD_00006198,CUST_00000747,TXN_0000070734,None,0.067,0.08,0.158,0.031,0.0,0
FRD_00006199,CUST_00000967,TXN_0000091610,None,0.173,0.151,0.092,0.379,0.036,0
FRD_00006200,CUST_00000718,TXN_0000068042,None,0.167,0.392,0.113,0.022,0.01,0
FRD_00006201,CUST_00000951,TXN_0000090056,None,0.301,0.248,0.044,0.699,0.155,0
FRD_00006202,CUST_00000843,TXN_0000079878,None,0.175,0.306,0.087,0.202,0.001,0
FRD_00006203,CUST_00000318,TXN_0000030152,None,0.156,0.132,0.018,0.424,0.0,0
FRD_00006204,CUST_00000168,TXN_0000015895,None,0.154,0.158,0.37,0.011,0.109,0
FRD_00006205,CUST_00000453,TXN_0000042936,None,0.141,0.266,0.014,0.181,0.0,0
FRD_00006206,CUST_00000352,TXN_0000033296,None,0.069,0.099,0.005,0.119,0.02,0
FRD_00006207,CUST_00000888,TXN_0000084134,None,0.196,0.308,0.07,0.286,0.012,0
FRD_00006208,CUST_00000475,TXN_0000044961,None,0.075,0.181,0.0,0.046,0.0,0
FRD_00006209,CUST_00000774,TXN_0000073335,None,0.161,0.25,0.257,0.086,0.003,0
FRD_00006210,CUST_00000758,TXN_0000071769,None,0.125,0.058,0.401,0.096,0.001,0
FRD_00006211,CUST_00000627,TXN_0000059402,None,0.131,0.223,0.2,0.029,0.027,0
FRD_00006212,CUST_00000802,TXN_0000076012,None,0.095,0.124,0.181,0.05,0.017,0
FRD_00006213,CUST_00000453,TXN_0000042912,None,0.059,0.15,0.0,0.002,0.031,0
FRD_00006214,CUST_00000165,TXN_0000015611,None,0.184,0.246,0.014,0.373,0.007,0
FRD_00006215,CUST_00000909,TXN_0000086122,None,0.168,0.278,0.063,0.233,0.0,0
FRD_00006216,CUST_00000963,TXN_0000091172,None,0.136,0.151,0.02,0.316,0.001,0
FRD_00006217,CUST_00000716,TXN_0000067794,None,0.07,0.088,0.044,0.122,0.0,0
FRD_00006218,CUST_00000558,TXN_0000052870,None,0.363,0.24,0.349,0.623,0.267,0
FRD_00006219,CUST_00000750,TXN_0000071015,None,0.28,0.362,0.064,0.551,0.014,0
FRD_00006220,CUST_00000552,TXN_0000052243,None,0.126,0.177,0.17,0.1,0.027,0
FRD_00006221,CUST_00000381,TXN_0000036085,None,0.157,0.254,0.008,0.266,0.0,0
FRD_00006222,CUST_00000512,TXN_0000048524,None,0.195,0.386,0.05,0.074,0.158,0
FRD_00006223,CUST_00000894,TXN_0000084708,None,0.234,0.248,0.114,0.497,0.0,0
FRD_00006224,CUST_00000093,TXN_0000008787,None,0.125,0.241,0.043,0.098,0.039,0
FRD_00006225,CUST_00000528,TXN_0000050006,None,0.267,0.293,0.615,0.166,0.0,0
FRD_00006226,CUST_00000771,TXN_0000073065,None,0.103,0.173,0.03,0.13,0.018,0
FRD_00006227,CUST_00000608,TXN_0000057543,None,0.154,0.257,0.045,0.212,0.008,0
FRD_00006228,CUST_00000675,TXN_0000063939,None,0.153,0.154,0.275,0.177,0.001,0
FRD_00006229,CUST_00000204,TXN_0000019321,UPI Phishing / Collect Request Fraud,0.419,0.916,0.009,0.357,0.037,1
FRD_00006230,CUST_00000647,TXN_0000061330,None,0.158,0.257,0.161,0.135,0.008,0
FRD_00006231,CUST_00000553,TXN_0000052360,None,0.118,0.198,0.095,0.058,0.078,0
FRD_00006232,CUST_00000182,TXN_0000017278,None,0.182,0.122,0.206,0.38,0.017,0
FRD_00006233,CUST_00000645,TXN_0000061142,None,0.07,0.16,0.006,0.016,0.044,0
FRD_00006234,CUST_00000795,TXN_0000075345,None,0.27,0.206,0.142,0.676,0.001,0
FRD_00006235,CUST_00000854,TXN_0000080898,None,0.188,0.284,0.344,0.0,0.099,0
FRD_00006236,CUST_00000137,TXN_0000012957,None,0.162,0.244,0.157,0.066,0.141,0
FRD_00006237,CUST_00000791,TXN_0000074914,None,0.049,0.127,0.009,0.01,0.003,0
FRD_00006238,CUST_00000637,TXN_0000060312,None,0.095,0.139,0.0,0.186,0.0,0
FRD_00006239,CUST_00000651,TXN_0000061665,None,0.131,0.285,0.034,0.078,0.025,0
FRD_00006240,CUST_00000542,TXN_0000051369,None,0.153,0.33,0.179,0.006,0.003,0
FRD_00006241,CUST_00000162,TXN_0000015338,None,0.15,0.305,0.049,0.09,0.055,0
FRD_00006242,CUST_00000850,TXN_0000080539,None,0.095,0.214,0.0,0.077,0.002,0
FRD_00006243,CUST_00000372,TXN_0000035214,None,0.136,0.294,0.0,0.103,0.037,0
FRD_00006244,CUST_00000457,TXN_0000043321,None,0.129,0.211,0.035,0.143,0.061,0
FRD_00006245,CUST_00000765,TXN_0000072489,None,0.117,0.191,0.005,0.177,0.027,0
FRD_00006246,CUST_00000571,TXN_0000054020,None,0.123,0.165,0.099,0.149,0.039,0
FRD_00006247,CUST_00000623,TXN_0000059028,None,0.097,0.231,0.017,0.049,0.0,0
FRD_00006248,CUST_00000227,TXN_0000021500,None,0.199,0.119,0.003,0.577,0.062,0
FRD_00006249,CUST_00000224,TXN_0000021229,None,0.101,0.145,0.0,0.048,0.193,0
FRD_00006250,CUST_00000954,TXN_0000090392,None,0.121,0.172,0.181,0.098,0.0,0
FRD_00006251,CUST_00000668,TXN_0000063283,None,0.116,0.125,0.127,0.179,0.011,0
FRD_00006252,CUST_00000987,TXN_0000093523,None,0.156,0.22,0.246,0.111,0.008,0
FRD_00006253,CUST_00000163,TXN_0000015400,None,0.154,0.145,0.425,0.065,0.011,0
FRD_00006254,CUST_00000751,TXN_0000071190,None,0.348,0.181,0.109,0.892,0.201,0
FRD_00006255,CUST_00000033,TXN_0000003096,None,0.144,0.181,0.192,0.168,0.003,0
FRD_00006256,CUST_00000986,TXN_0000093406,None,0.092,0.084,0.032,0.225,0.001,0
FRD_00006257,CUST_00000338,TXN_0000032052,None,0.175,0.367,0.001,0.17,0.019,0
FRD_00006258,CUST_00000910,TXN_0000086154,None,0.195,0.257,0.126,0.308,0.012,0
FRD_00006259,CUST_00000464,TXN_0000043986,None,0.145,0.161,0.173,0.024,0.241,0
FRD_00006260,CUST_00000428,TXN_0000040517,None,0.288,0.326,0.14,0.579,0.007,0
FRD_00006261,CUST_00000478,TXN_0000045250,None,0.135,0.217,0.0,0.224,0.016,0
FRD_00006262,CUST_00000988,TXN_0000093553,None,0.222,0.249,0.075,0.481,0.0,0
FRD_00006263,CUST_00000946,TXN_0000089611,None,0.155,0.293,0.143,0.093,0.002,0
FRD_00006264,CUST_00000575,TXN_0000054483,None,0.21,0.33,0.0,0.349,0.036,0
FRD_00006265,CUST_00000384,TXN_0000036353,None,0.171,0.303,0.27,0.034,0.011,0
FRD_00006266,CUST_00000170,TXN_0000016157,None,0.214,0.259,0.36,0.181,0.029,0
FRD_00006267,CUST_00000649,TXN_0000061482,None,0.082,0.087,0.026,0.113,0.088,0
FRD_00006268,CUST_00000672,TXN_0000063641,None,0.113,0.274,0.0,0.067,0.001,0
FRD_00006269,CUST_00000161,TXN_0000015237,None,0.223,0.113,0.407,0.327,0.102,0
FRD_00006270,CUST_00000716,TXN_0000067774,None,0.326,0.347,0.077,0.738,0.021,0
FRD_00006271,CUST_00000559,TXN_0000052951,None,0.187,0.355,0.119,0.151,0.005,0
FRD_00006272,CUST_00000255,TXN_0000024093,None,0.083,0.165,0.048,0.061,0.004,0
FRD_00006273,CUST_00000199,TXN_0000018906,None,0.16,0.103,0.188,0.297,0.058,0
FRD_00006274,CUST_00000906,TXN_0000085828,None,0.117,0.291,0.037,0.025,0.008,0
FRD_00006275,CUST_00000050,TXN_0000004654,None,0.268,0.167,0.099,0.749,0.012,0
FRD_00006276,CUST_00000289,TXN_0000027382,None,0.209,0.25,0.261,0.064,0.267,0
FRD_00006277,CUST_00000315,TXN_0000029789,None,0.129,0.189,0.269,0.031,0.007,0
FRD_00006278,CUST_00000375,TXN_0000035480,None,0.149,0.22,0.029,0.155,0.139,0
FRD_00006279,CUST_00000946,TXN_0000089623,None,0.112,0.29,0.021,0.027,0.0,0
FRD_00006280,CUST_00000885,TXN_0000083771,None,0.213,0.142,0.112,0.564,0.0,0
FRD_00006281,CUST_00000508,TXN_0000048085,None,0.073,0.055,0.089,0.145,0.001,0
FRD_00006282,CUST_00000396,TXN_0000037469,None,0.252,0.321,0.001,0.541,0.02,0
FRD_00006283,CUST_00000472,TXN_0000044683,None,0.115,0.147,0.085,0.185,0.0,0
FRD_00006284,CUST_00000958,TXN_0000090718,None,0.252,0.262,0.252,0.406,0.041,0
FRD_00006285,CUST_00000681,TXN_0000064486,None,0.181,0.114,0.038,0.491,0.053,0
FRD_00006286,CUST_00000750,TXN_0000071096,None,0.202,0.042,0.024,0.587,0.177,0
FRD_00006287,CUST_00000391,TXN_0000037028,None,0.213,0.164,0.065,0.571,0.001,0
FRD_00006288,CUST_00000773,TXN_0000073201,None,0.261,0.082,0.137,0.754,0.083,0
FRD_00006289,CUST_00000377,TXN_0000035732,None,0.11,0.099,0.007,0.259,0.047,0
FRD_00006290,CUST_00000393,TXN_0000037193,None,0.097,0.241,0.024,0.032,0.0,0
FRD_00006291,CUST_00000920,TXN_0000087162,None,0.068,0.123,0.006,0.075,0.023,0
FRD_00006292,CUST_00000787,TXN_0000074598,None,0.139,0.154,0.252,0.128,0.011,0
FRD_00006293,CUST_00000090,TXN_0000008530,None,0.143,0.313,0.0,0.133,0.0,0
FRD_00006294,CUST_00000376,TXN_0000035640,None,0.115,0.16,0.003,0.232,0.003,0
FRD_00006295,CUST_00000155,TXN_0000014730,None,0.042,0.076,0.005,0.058,0.0,0
FRD_00006296,CUST_00000698,TXN_0000066137,None,0.088,0.203,0.021,0.05,0.0,0
FRD_00006297,CUST_00000223,TXN_0000021105,None,0.146,0.283,0.0,0.158,0.037,0
FRD_00006298,CUST_00000465,TXN_0000044091,None,0.079,0.058,0.159,0.105,0.001,0
FRD_00006299,CUST_00000266,TXN_0000025129,None,0.117,0.218,0.057,0.115,0.004,0
FRD_00006300,CUST_00000481,TXN_0000045618,None,0.103,0.222,0.029,0.049,0.035,0
FRD_00006301,CUST_00000437,TXN_0000041345,None,0.103,0.117,0.118,0.133,0.024,0
FRD_00006302,CUST_00000455,TXN_0000043105,None,0.181,0.241,0.345,0.09,0.026,0
FRD_00006303,CUST_00000243,TXN_0000022999,None,0.071,0.09,0.098,0.076,0.004,0
FRD_00006304,CUST_00000319,TXN_0000030230,None,0.136,0.312,0.081,0.043,0.0,0
FRD_00006305,CUST_00000012,TXN_0000001078,None,0.15,0.361,0.017,0.083,0.0,0
FRD_00006306,CUST_00000232,TXN_0000021978,Account Takeover (ATO),0.387,0.856,0.279,0.008,0.15,1
FRD_00006307,CUST_00000743,TXN_0000070371,None,0.103,0.178,0.004,0.127,0.041,0
FRD_00006308,CUST_00000181,TXN_0000017110,None,0.245,0.306,0.121,0.433,0.027,0
FRD_00006309,CUST_00000747,TXN_0000070772,None,0.184,0.281,0.027,0.238,0.106,0
FRD_00006310,CUST_00000515,TXN_0000048753,None,0.191,0.249,0.313,0.152,0.016,0
FRD_00006311,CUST_00000227,TXN_0000021483,None,0.074,0.116,0.007,0.098,0.039,0
FRD_00006312,CUST_00000721,TXN_0000068330,None,0.177,0.161,0.306,0.239,0.0,0
FRD_00006313,CUST_00000374,TXN_0000035405,None,0.082,0.18,0.06,0.016,0.017,0
FRD_00006314,CUST_00000661,TXN_0000062591,None,0.103,0.173,0.018,0.154,0.001,0
FRD_00006315,CUST_00000802,TXN_0000075962,None,0.077,0.093,0.017,0.139,0.03,0
FRD_00006316,CUST_00000059,TXN_0000005527,None,0.189,0.231,0.132,0.299,0.037,0
FRD_00006317,CUST_00000453,TXN_0000042935,None,0.085,0.184,0.007,0.065,0.015,0
FRD_00006318,CUST_00000288,TXN_0000027268,None,0.231,0.196,0.42,0.315,0.0,0
FRD_00006319,CUST_00000640,TXN_0000060677,None,0.06,0.056,0.022,0.146,0.0,0
FRD_00006320,CUST_00000761,TXN_0000072069,None,0.216,0.227,0.184,0.218,0.226,0
FRD_00006321,CUST_00000466,TXN_0000044137,None,0.136,0.352,0.05,0.01,0.0,0
FRD_00006322,CUST_00000508,TXN_0000048112,None,0.246,0.176,0.402,0.358,0.074,0
FRD_00006323,CUST_00000655,TXN_0000062039,None,0.116,0.241,0.133,0.002,0.023,0
FRD_00006324,CUST_00000959,TXN_0000090795,None,0.214,0.16,0.006,0.513,0.145,0
FRD_00006325,CUST_00000323,TXN_0000030598,None,0.172,0.249,0.229,0.082,0.095,0
FRD_00006326,CUST_00000562,TXN_0000053189,None,0.172,0.18,0.385,0.122,0.006,0
FRD_00006327,CUST_00000972,TXN_0000092038,None,0.147,0.194,0.107,0.214,0.022,0
FRD_00006328,CUST_00000105,TXN_0000009926,None,0.08,0.17,0.005,0.075,0.004,0
FRD_00006329,CUST_00000235,TXN_0000022257,None,0.127,0.195,0.211,0.06,0.01,0
FRD_00006330,CUST_00000138,TXN_0000013077,None,0.184,0.175,0.054,0.151,0.372,0
FRD_00006331,CUST_00000367,TXN_0000034787,None,0.119,0.26,0.061,0.063,0.001,0
FRD_00006332,CUST_00000076,TXN_0000007130,None,0.087,0.057,0.0,0.27,0.0,0
FRD_00006333,CUST_00000923,TXN_0000087460,None,0.146,0.187,0.262,0.106,0.007,0
FRD_00006334,CUST_00000880,TXN_0000083321,None,0.126,0.253,0.017,0.136,0.0,0
FRD_00006335,CUST_00000125,TXN_0000011821,None,0.085,0.156,0.009,0.103,0.014,0
FRD_00006336,CUST_00000414,TXN_0000039187,None,0.075,0.166,0.016,0.055,0.0,0
FRD_00006337,CUST_00000542,TXN_0000051329,None,0.166,0.377,0.024,0.118,0.0,0
FRD_00006338,CUST_00000907,TXN_0000085894,None,0.114,0.191,0.012,0.179,0.0,0
FRD_00006339,CUST_00000025,TXN_0000002358,None,0.057,0.128,0.028,0.027,0.0,0
FRD_00006340,CUST_00000066,TXN_0000006242,None,0.092,0.129,0.181,0.037,0.005,0
FRD_00006341,CUST_00000932,TXN_0000088266,None,0.116,0.123,0.012,0.267,0.021,0
FRD_00006342,CUST_00000156,TXN_0000014821,None,0.287,0.249,0.26,0.471,0.151,0
FRD_00006343,CUST_00000416,TXN_0000039355,None,0.094,0.142,0.078,0.116,0.0,0
FRD_00006344,CUST_00000967,TXN_0000091623,None,0.116,0.281,0.001,0.068,0.0,0
FRD_00006345,CUST_00000052,TXN_0000004860,None,0.142,0.143,0.017,0.076,0.348,0
FRD_00006346,CUST_00000564,TXN_0000053369,None,0.134,0.302,0.128,0.009,0.001,0
FRD_00006347,CUST_00000107,TXN_0000010086,None,0.034,0.07,0.021,0.021,0.002,0
FRD_00006348,CUST_00000527,TXN_0000049871,None,0.2,0.241,0.166,0.326,0.003,0
FRD_00006349,CUST_00000722,TXN_0000068351,None,0.279,0.33,0.223,0.209,0.334,0
FRD_00006350,CUST_00000340,TXN_0000032189,None,0.141,0.204,0.062,0.227,0.003,0
FRD_00006351,CUST_00000556,TXN_0000052666,None,0.126,0.31,0.003,0.065,0.003,0
FRD_00006352,CUST_00000925,TXN_0000087621,None,0.122,0.203,0.004,0.135,0.083,0
FRD_00006353,CUST_00000981,TXN_0000092907,None,0.087,0.048,0.08,0.165,0.064,0
FRD_00006354,CUST_00000786,TXN_0000074503,None,0.115,0.22,0.04,0.122,0.0,0
FRD_00006355,CUST_00000100,TXN_0000009452,None,0.098,0.182,0.016,0.12,0.005,0
FRD_00006356,CUST_00000441,TXN_0000041715,None,0.167,0.098,0.132,0.313,0.141,0
FRD_00006357,CUST_00000458,TXN_0000043363,None,0.192,0.276,0.048,0.279,0.078,0
FRD_00006358,CUST_00000525,TXN_0000049735,None,0.224,0.206,0.096,0.531,0.002,0
FRD_00006359,CUST_00000371,TXN_0000035148,None,0.107,0.115,0.144,0.146,0.005,0
FRD_00006360,CUST_00000388,TXN_0000036757,None,0.09,0.147,0.036,0.105,0.025,0
FRD_00006361,CUST_00000674,TXN_0000063898,None,0.123,0.222,0.027,0.159,0.0,0
FRD_00006362,CUST_00000604,TXN_0000057201,None,0.117,0.116,0.025,0.23,0.071,0
FRD_00006363,CUST_00000835,TXN_0000079074,None,0.086,0.045,0.108,0.034,0.199,0
FRD_00006364,CUST_00000246,TXN_0000023316,None,0.097,0.184,0.019,0.056,0.073,0
FRD_00006365,CUST_00000028,TXN_0000002639,None,0.175,0.374,0.093,0.102,0.0,0
FRD_00006366,CUST_00000326,TXN_0000030896,None,0.09,0.193,0.005,0.084,0.0,0
FRD_00006367,CUST_00000558,TXN_0000052820,None,0.255,0.223,0.002,0.706,0.001,0
FRD_00006368,CUST_00000791,TXN_0000074974,None,0.212,0.28,0.08,0.392,0.001,0
FRD_00006369,CUST_00000546,TXN_0000051667,None,0.146,0.2,0.062,0.25,0.006,0
FRD_00006370,CUST_00000136,TXN_0000012854,None,0.182,0.239,0.013,0.339,0.057,0
FRD_00006371,CUST_00000295,TXN_0000027902,None,0.071,0.15,0.055,0.027,0.003,0
FRD_00006372,CUST_00000600,TXN_0000056826,None,0.156,0.25,0.0,0.273,0.0,0
FRD_00006373,CUST_00000958,TXN_0000090750,None,0.081,0.03,0.061,0.229,0.003,0
FRD_00006374,CUST_00000779,TXN_0000073834,None,0.163,0.309,0.035,0.191,0.0,0
FRD_00006375,CUST_00000880,TXN_0000083350,None,0.196,0.348,0.019,0.281,0.0,0
FRD_00006376,CUST_00000760,TXN_0000072026,None,0.049,0.073,0.092,0.017,0.002,0
FRD_00006377,CUST_00000654,TXN_0000061928,None,0.29,0.337,0.505,0.284,0.001,0
FRD_00006378,CUST_00000580,TXN_0000054932,Account Takeover (ATO),0.365,0.948,0.009,0.124,0.001,1
FRD_00006379,CUST_00000762,TXN_0000072203,None,0.127,0.203,0.0,0.224,0.0,0
FRD_00006380,CUST_00000080,TXN_0000007546,None,0.167,0.145,0.451,0.001,0.131,0
FRD_00006381,CUST_00000023,TXN_0000002099,None,0.147,0.211,0.002,0.291,0.0,0
FRD_00006382,CUST_00000102,TXN_0000009601,None,0.149,0.116,0.308,0.119,0.085,0
FRD_00006383,CUST_00000718,TXN_0000067965,None,0.149,0.279,0.097,0.127,0.0,0
FRD_00006384,CUST_00000806,TXN_0000076320,None,0.042,0.025,0.156,0.002,0.007,0
FRD_00006385,CUST_00000098,TXN_0000009240,None,0.204,0.256,0.307,0.14,0.091,0
FRD_00006386,CUST_00000591,TXN_0000055933,None,0.097,0.16,0.129,0.059,0.001,0
FRD_00006387,CUST_00000066,TXN_0000006249,None,0.121,0.136,0.0,0.294,0.0,0
FRD_00006388,CUST_00000960,TXN_0000090962,None,0.13,0.115,0.37,0.058,0.008,0
FRD_00006389,CUST_00000539,TXN_0000051064,None,0.133,0.315,0.001,0.09,0.0,0
FRD_00006390,CUST_00000904,TXN_0000085631,Account Takeover (ATO),0.426,0.858,0.232,0.084,0.294,1
FRD_00006391,CUST_00000045,TXN_0000004197,None,0.12,0.11,0.205,0.162,0.001,0
FRD_00006392,CUST_00000123,TXN_0000011644,None,0.148,0.128,0.04,0.371,0.013,0
FRD_00006393,CUST_00000555,TXN_0000052599,None,0.196,0.318,0.111,0.231,0.022,0
FRD_00006394,CUST_00000663,TXN_0000062838,None,0.193,0.272,0.079,0.325,0.003,0
FRD_00006395,CUST_00000707,TXN_0000066954,None,0.204,0.12,0.115,0.519,0.045,0
FRD_00006396,CUST_00000632,TXN_0000059843,None,0.146,0.293,0.0,0.15,0.032,0
FRD_00006397,CUST_00000870,TXN_0000082430,None,0.176,0.205,0.145,0.197,0.131,0
FRD_00006398,CUST_00000090,TXN_0000008518,None,0.213,0.257,0.122,0.149,0.308,0
FRD_00006399,CUST_00000918,TXN_0000087004,None,0.212,0.149,0.077,0.457,0.15,0
FRD_00006400,CUST_00000183,TXN_0000017315,None,0.14,0.089,0.518,0.018,0.005,0
FRD_00006401,CUST_00000272,TXN_0000025750,None,0.139,0.24,0.032,0.17,0.029,0
FRD_00006402,CUST_00000189,TXN_0000017907,None,0.105,0.187,0.124,0.013,0.057,0
FRD_00006403,CUST_00000582,TXN_0000055136,None,0.217,0.183,0.337,0.289,0.067,0
FRD_00006404,CUST_00000925,TXN_0000087584,None,0.139,0.244,0.0,0.116,0.125,0
FRD_00006405,CUST_00000155,TXN_0000014683,None,0.12,0.149,0.027,0.154,0.118,0
FRD_00006406,CUST_00000651,TXN_0000061704,None,0.207,0.06,0.05,0.626,0.095,0
FRD_00006407,CUST_00000666,TXN_0000063115,None,0.155,0.122,0.218,0.198,0.096,0
FRD_00006408,CUST_00000925,TXN_0000087666,None,0.104,0.222,0.002,0.105,0.0,0
FRD_00006409,CUST_00000139,TXN_0000013123,None,0.122,0.156,0.175,0.118,0.014,0
FRD_00006410,CUST_00000131,TXN_0000012374,None,0.186,0.368,0.001,0.2,0.036,0
FRD_00006411,CUST_00000462,TXN_0000043734,None,0.065,0.159,0.001,0.015,0.025,0
FRD_00006412,CUST_00000965,TXN_0000091360,None,0.284,0.283,0.213,0.539,0.04,0
FRD_00006413,CUST_00000715,TXN_0000067674,None,0.144,0.165,0.0,0.166,0.224,0
FRD_00006414,CUST_00000124,TXN_0000011687,None,0.113,0.282,0.008,0.025,0.031,0
FRD_00006415,CUST_00000765,TXN_0000072435,None,0.22,0.279,0.03,0.378,0.107,0
FRD_00006416,CUST_00000735,TXN_0000069628,None,0.167,0.301,0.028,0.113,0.141,0
FRD_00006417,CUST_00000730,TXN_0000069170,None,0.198,0.138,0.008,0.582,0.014,0
FRD_00006418,CUST_00000245,TXN_0000023190,None,0.058,0.115,0.013,0.059,0.001,0
FRD_00006419,CUST_00000859,TXN_0000081331,None,0.097,0.19,0.061,0.043,0.04,0
FRD_00006420,CUST_00000376,TXN_0000035575,None,0.24,0.277,0.063,0.503,0.021,0
FRD_00006421,CUST_00000746,TXN_0000070721,None,0.082,0.108,0.001,0.175,0.001,0
FRD_00006422,CUST_00000582,TXN_0000055101,None,0.24,0.287,0.036,0.511,0.024,0
FRD_00006423,CUST_00000284,TXN_0000026869,None,0.159,0.378,0.0,0.107,0.001,0
FRD_00006424,CUST_00000356,TXN_0000033715,None,0.124,0.23,0.001,0.169,0.004,0
FRD_00006425,CUST_00000350,TXN_0000033178,None,0.236,0.254,0.016,0.56,0.018,0
FRD_00006426,CUST_00000923,TXN_0000087430,None,0.037,0.1,0.0,0.005,0.006,0
FRD_00006427,CUST_00000893,TXN_0000084549,None,0.154,0.215,0.105,0.211,0.025,0
FRD_00006428,CUST_00000064,TXN_0000006001,None,0.147,0.145,0.024,0.271,0.119,0
FRD_00006429,CUST_00000244,TXN_0000023070,None,0.2,0.282,0.001,0.4,0.005,0
FRD_00006430,CUST_00000230,TXN_0000021745,None,0.079,0.136,0.05,0.056,0.037,0
FRD_00006431,CUST_00000702,TXN_0000066473,None,0.226,0.172,0.151,0.359,0.228,0
FRD_00006432,CUST_00000647,TXN_0000061289,None,0.087,0.117,0.0,0.182,0.004,0
FRD_00006433,CUST_00000615,TXN_0000058298,None,0.106,0.073,0.061,0.246,0.032,0
FRD_00006434,CUST_00000693,TXN_0000065607,None,0.112,0.085,0.083,0.262,0.001,0
FRD_00006435,CUST_00000688,TXN_0000065210,None,0.134,0.21,0.215,0.032,0.049,0
FRD_00006436,CUST_00000031,TXN_0000002886,None,0.261,0.263,0.014,0.664,0.001,0
FRD_00006437,CUST_00000769,TXN_0000072876,None,0.18,0.167,0.047,0.367,0.1,0
FRD_00006438,CUST_00000592,TXN_0000056086,None,0.113,0.025,0.001,0.253,0.205,0
FRD_00006439,CUST_00000562,TXN_0000053226,None,0.16,0.263,0.206,0.087,0.027,0
FRD_00006440,CUST_00000270,TXN_0000025544,None,0.217,0.171,0.005,0.6,0.031,0
FRD_00006441,CUST_00000960,TXN_0000090928,None,0.063,0.087,0.105,0.003,0.052,0
FRD_00006442,CUST_00000156,TXN_0000014754,None,0.048,0.058,0.036,0.071,0.014,0
FRD_00006443,CUST_00000275,TXN_0000025985,None,0.102,0.074,0.079,0.238,0.006,0
FRD_00006444,CUST_00000262,TXN_0000024800,None,0.21,0.196,0.117,0.413,0.073,0
FRD_00006445,CUST_00000075,TXN_0000007032,None,0.11,0.157,0.012,0.184,0.033,0
FRD_00006446,CUST_00000190,TXN_0000017970,None,0.227,0.236,0.19,0.425,0.0,0
FRD_00006447,CUST_00000572,TXN_0000054122,None,0.134,0.161,0.021,0.295,0.0,0
FRD_00006448,CUST_00000061,TXN_0000005717,None,0.109,0.237,0.074,0.04,0.004,0
FRD_00006449,CUST_00000236,TXN_0000022351,None,0.106,0.169,0.126,0.054,0.04,0
FRD_00006450,CUST_00000206,TXN_0000019489,None,0.298,0.361,0.264,0.398,0.099,0
FRD_00006451,CUST_00000990,TXN_0000093725,None,0.168,0.208,0.11,0.294,0.001,0
FRD_00006452,CUST_00000499,TXN_0000047218,None,0.226,0.194,0.002,0.595,0.047,0
FRD_00006453,CUST_00000631,TXN_0000059734,None,0.052,0.09,0.001,0.078,0.006,0
FRD_00006454,CUST_00000256,TXN_0000024206,None,0.248,0.214,0.066,0.491,0.188,0
FRD_00006455,CUST_00000567,TXN_0000053680,None,0.217,0.142,0.206,0.505,0.0,0
FRD_00006456,CUST_00000769,TXN_0000072841,None,0.204,0.316,0.436,0.018,0.007,0
FRD_00006457,CUST_00000903,TXN_0000085500,None,0.214,0.229,0.217,0.363,0.0,0
